id;comment;label
1564892_2;could we get rid of normal?;neutral
1412275_1;Patch d2087_try2.diff  Committed revision 499100 - Thanks Julius;neutral
1463800_1;Patch applied in r710027.;neutral
1463800_2;Thanks!;neutral
1599436_1;The rest of the TODO has been postponed to Camel 2.0 in CAMEL-971.;neutral
536389_1;Thanks Jacopo, this is in SVN rev 7808.;neutral
919443_1;Yup, it does the trick.;neutral
919443_2;I've ran the tests are both seems to be running fine now.;neutral
919443_3;+1 on the patch.;neutral
1643696_1;As I know this is working , [I didnt not test with JSR 181] , but I have tested with POJOs and it worked fine for me   Thanks Deepal;neutral
1181202_1;Patch applied in rev 586231;neutral
1731894_1;"If tablet unloads were to use the normal compaction queue, may want to prioritize unload related compactions on the queue.  ";neutral
592394_1;Taking it over  Thanks, Mayank;positive
1172839_1;Thanks Ivan, I commit the code according to your suggestion.;neutral
365543_2;Committed revision 1298668.  thanks for the suggestion Antony;neutral
1062946_1;Verified at r495393, thanks Tim.;neutral
534190_1;Hi Jacopo,  no problem.;neutral
534190_2;:)  Best regards, Fabian.;positive
522083_1;Thanks  Rishi Solanki  to review the patch.;positive
891581_1;I agree.;neutral
891581_3;Thanks for looking.;neutral
1210631_1;Patch committed.;neutral
1210631_2;Thanks Hari!;positive
1019597_1;Thanks for the patch Ferdy.;neutral
1019597_2;Lets see if someone else votes that they want it and if so, then we'll commit?;neutral
1066206_1;Hello Ruth,  The patch has been committed at revision r502513.;neutral
1066206_2;Thanks a lot for this enhancement.;neutral
1066206_3;Please verify this issue is fixed as you expected.;neutral
1066206_4;Best regards, Richard;positive
1006156_1;So, i'm going to make a patch that does 1G regions and 128M flushes (with the multiplier still of x2 so we'll grow to 256M before the barrier comes down).;neutral
1006156_2;Any objections?;neutral
1006156_3;(A 2GB memstore flush is fine when lzo is on but we want something for default).;neutral
1074008_1;Hello George,  The fix looks fine, many thanks!;positive
1074008_2;Best regards,  Andrew;positive
524665_1;Updated patch, so that the needed values from uiLabelMap can be accessible in ftls too.;neutral
1353107_1;I have applied your patch http://svn.apache.org/viewvc?view=rev&revision=757162 Thanks Pierre-Arnaud!;neutral
977494_1;See https://issues.apache.org/jira/browse/HBASE-5151?focusedCommentId=13412056&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-13412056 for one reason we need versioning in patch filenames.;neutral
977494_2;When versioning is in play, the above regex wouldn't pick up all the patches.;neutral
1187029_1;Does this belong to http://issues.apache.org/jira/browse/DAYTRADER too?;neutral
675692_1;Committed revision 1058592.  thanks uwe for the review;neutral
893375_1;I committed the patch.;neutral
893375_2;Thank you Brandon.;positive
192655_1;Ilene Seeleman has agreed to review patch.;neutral
350302_1;Hi Areek, yes, I'm reviewing your patch.;neutral
350302_2;It is just taking more time than I thought it would.;neutral
350302_3;I really like what I am seeing so far.;positive
350302_4;This is quality work.;positive
491558_1;Committed revision 901901 to trunk.;neutral
491558_2;Thanks Dianne!;positive
1049872_1;Thanks Elena.;positive
1049872_2;Fixed in LUNI module at repo revision r598681.;neutral
1049872_3;"Please check that this resolves the issue for you. ";neutral
1603168_1;belongs to cactus project?;neutral
1118281_1;+1 Committed.;neutral
1118281_2;Thanks Suresh;positive
1171911_1;Applied combined patch from Shiva and BJ at r692233.;neutral
1171911_2;Thanks to both for these usability enhancements !;positive
875285_1;Thanks a lot for the reviews, Todd.;positive
875285_2;I've just committed this to trunk and branch-2.;neutral
1074537_1;Looks good.;neutral
1074537_2;Thanks Stepan.;positive
1675449_1;+1  Looks good to me.;neutral
1675449_2;Thanks Doug for the change.;positive
749357_1;"As far as I understand the specification, [/jcr:system/jcr:versionStorage/17/66/ea/1766eaef-f0f5-4cf6-95ef-a1d7290257f9] is not a legal name:  http://www.day.com/specs/jcr/2.0/6_Query.html#6.7.4 Name  Name ::= '[' quotedName ']' | '[' simpleName ']' | simpleName ::= /* A JCR Name that is also a legal SQL identifier 10 */ 10 See the SQL:92 rules for <regular identifier> (in ISO/IEC 9075:1992 §5.2 <token> and <separator>).   ";neutral
1059326_1;Too bad :( What ff we could check C-heap lock state before forking and possibly switch to an alternative way?;neutral
1128331_1;Because of this and HADOOP-4972, it may makes sense to acquire namesystem locks in getBlockLocationsInternal.;neutral
1128331_2;However, it may leads to significant performance degradation;neutral
840320_1;Typo:  surfix -> suffix;neutral
353154_1;Who knows what evil lurks in the heart of Solr?;neutral
353154_2;The shadow maven build knows...;neutral
699770_1;Great investigations Doron!;positive
699770_2;Personally I'm more concerned with (1) than (2).;neutral
699770_3;"Was the fix for one issue more responsible for the performance loss than the other?  ";neutral
1604180_1;I'm no pom expert, but it seems that unqualified pom variables can cause this problem.;neutral
1604180_2;Attached is a patch to support those variables.;neutral
1158228_1;correct build status capture echo's exit code;neutral
1051047_1;Paulex, the original patch seems to be out-of-date.;neutral
1051047_3;Thanks;neutral
1540519_1;I tend to doubt there's anything we can do about this if the problem is at a lower level.;neutral
530111_2;"Thanks for your patience. ";positive
1348985_1;This file demonstrates the problem described in this bug.;neutral
1348985_2;The expected behavior would be to see the following messages on stdout.;neutral
1062200_1;This script renames the files like follows:  cd modules/lang-management/src/test/impl/java/org/apache/harmony/lang/management svn move DynamicMXBeanImplTest.java DynamicMXBeanImplTestBase.java svn move SingleInstanceDynamicMXBeanImplTest.java SingleInstanceDynamicMXBeanImplTestBase.java svn move MultiInstanceDynamicMXBeanImplTest.java MultiInstanceDynamicMXBeanImplTestBase.java  Run it please from classlib base directory.;neutral
810470_1;I respectfully disagree with your interpretation even though in most of the cases it corresponds to what the majority of users may expect to see (including myself).;neutral
810470_2;This said, HttpClient is a general purpose HTTP agent and as such should follow the letter of the specification rather than make informed guesses.;neutral
810470_3;We are not supposed to invent stuff.;neutral
810470_4;Nowhere in the spec 'circular redirects' are mentioned.;neutral
810470_5;The spec states that an HTTP agent should avoid infinite loops, which is not the same thing as circular redirects in my opinion.;neutral
1710466_1;I saw this recently when using a custom built ActiveMQ (5.0.0.9-fuse) with ServiceMix (3.2.1).;neutral
548365_1;I think the language in snowball must be English, not en.;neutral
298611_1;I'll have a look at mime4j and try to use it in Tika;neutral
1048988_1;Thanks Ivan.;positive
1048988_2;Your patch was applied at 553723.;neutral
1048988_3;Please, verify.;neutral
1075737_1;Looks fine, thanks.;neutral
451059_1;That was a pain!;neutral
451059_3;Thanks!;neutral
451059_4;svn rev 503448;neutral
1597087_1;Do you want me to tweak the patch to rename the alternate body header tag andif  move it to the MailConstants?;neutral
1597087_2;"If you have any other things you don't like about it, let me know and I can work on it tomorrow.  ";neutral
857554_1;Cancelling patch until we get a consensus on Carl's comment.;neutral
715348_1;Makes sense to me.;neutral
715348_2;We have equalsIgnoreCase, so having that ability for EqualsBuilder (and therefore HashCodeBuilder) seems apt.;neutral
715348_3;Setting fix version for 3.0 - ie) won't be looking at applying this until after 2.3 gets released.;neutral
159612_1;Hi Sandy, Thanks so much to give me such comments, that's really helpful, I will update this later.;positive
669989_1;ahhh sweet, i'm guessing you have an IDE that does this? If the tests pass commit, this kinda crap goes out of date too fast!;positive
1231714_2;Sending to IRB.;neutral
1231714_3;On 2011-10-26 14:27:36.512 chiedozi commented: This would be a very simple change to make.;neutral
1231714_4;I would just need to retrieve the backgroundAlpha style before calling drawRect in its updateDisplayList.;neutral
1231714_5;The problem is that we use this draw call to also draw the thin divider.;neutral
411322_3;I want to integrate the sweet sweet logo Andrew crafted.;positive
1231714_7;On 2011-10-26 15:16:22.394 jsaracin commented: IRB -- opening to Chiedo, priority B, Ultra.;neutral
1064483_1;Thanks, Oliver!;positive
1064483_2;"The patch is fine. ";neutral
290177_1;Thanks to Fabrizio for the patch.;positive
695065_1;I'm almost done w/ a conversion.;neutral
695065_2;Regex is your friend.;positive
1607140_1;[~ikelly] are you trying the right patch?;neutral
1607140_2;the new patch already put the #resolveConflict after checking ensemble.;neutral
1011466_1;oh, I looked closely to see if you flipped args or did a compare w/ a presumption that hadn't been testing a statement or two earlier and it all looks right to me.;neutral
521246_1;Thanks Awdesh - Done at r821748.;positive
1400094_1;I had a quick look at the ab patch, and nothing jumped at me.;neutral
1400094_2;Two small nits, though:    * the count variable in requireAtLeastOneProperty() is never used    * couldntSetProperty() reinvents Property.toString() (or actually Hashtable.toString() which is inherited by Property);neutral
1075912_1;Thanks Richard,  Patch applied to NIO_CHAR module java.nio.CharsetEncoder at repo revision 389784.;positive
1075912_2;"Please check that the patch was applied as you expected. ";neutral
1138734_1;+1 Looks good  I just committed this.;neutral
1138734_2;Thanks, Tom;positive
912099_1;Thanks for your comments, Konstantin.;positive
912099_2;I addressed all of them in a new version of the patch.;neutral
865459_1;do we really need this?;neutral
865459_2;the current command is modeled after the export shell command.;neutral
865459_3;export x=y sets the variable.;neutral
865459_4;export with no args prints all the current settings.;neutral
865459_5;we are missing an equivalent of export -n (to unset stuff).;neutral
865459_6;if this is not a good model - then we should switch it with something different altogether.;neutral
1542077_1;Well, 4762 is going nowhere fast, should we push this to 2.1 as well?;neutral
189434_1;This should have been fixed already.;neutral
1587218_1;EventListeners and CacheLoaders are documented.;neutral
1587218_2;Only peerProviders and some tutorial left to do.;neutral
176080_1;XW-172 already talked about number conversion and localization.;neutral
176080_2;Sorry I didn't see that before creating this issue.;neutral
568646_1;thanks to Christian Kaltepoth for provide this patch;neutral
534798_1;"Marcelo, thanks for pointing out this; it is now fixed in rev.";positive
287901_1;Hi, did you check the snapshot?;neutral
287901_2;+ http://tomee.apache.org/datasource-config.html explains that IgnoreDefaultValues can be used to avoid it;neutral
1074192_1;fixed in revision 413841 Boris, please check that it was applied as expected;neutral
713421_1;At the very least the exception could explain what the problem is rather than what the state of an obscure private variable is.;neutral
1275238_1;On 2008-02-25 15:37:45.766 jchuang commented: This is an AIR issue, the AIR team has been notified.;neutral
1275238_2;On 2010-03-01 16:52:26.625 jchuang commented: Correctly resolved external;neutral
744170_1;Thanks for updating the dependency.;neutral
744170_2;Checked in the patch (see revision 1295288).;neutral
155469_1;+1, thanks Henry Committed revision 779716.;neutral
1485242_1;I don't this its specific to HyperV, as the mgmt server has to take care of reservation of IP address.;neutral
1485242_2;Can you verify with other hypervsisors and update .;neutral
1073834_1;looks fine, thank you.;positive
1063984_1;Thanks for spotting this, fixed at r487519;positive
359694_1;Thanks Areek, patch looks good!;positive
1217460_1;Do more modern version of the Flash player work 11.3- 11.6?;neutral
400255_1;i agree, i think there is no wsdl into jms sample component.;neutral
400255_2;"one is could be provided, isn't it? ";neutral
1602705_1;Hi James,  This patch has been applied by chirino in the revision 576522  at Sep 17.;positive
665434_1;Hmmm... it's not collisions then, it was worth a try.;neutral
665434_2;I still find the difference puzzling -- I can't justify your version being 3x faster.;neutral
665434_5;But we know a lot about docids, and extra hashing should just lead to an average-case slowdown.;neutral
665434_6;Ok.;neutral
794882_1;Hi Jamie,  I can not access the mirror, get a 404, have you moved/removed it, do you still want it adding ?;neutral
794882_2;Thanks.;neutral
544226_1;"blindly changing the oak security provider to   private SecurityProvider securityProvider = new SecurityProviderImpl();  gives Tests run: 706, Failures: 0, Errors: 122, Skipped: 13 ";neutral
762743_1;Thx for your investigations Chet.;neutral
762743_2;Have you got a link regarding the classpath exception and ASL2 compatibliity?;neutral
762743_3;For the authentication issue, it's recorded in JAMES-1418 (I will try to look at it this weekend).;neutral
376847_1;Thank you.;neutral
376847_2;This patch really helped.;positive
376847_4;So, I added a comment out on UnInvertedField.;neutral
583075_1;For the second issue: Consider long tailed distribution as shown on http://en.wikipedia.org/wiki/Long_tail  (In case of network traffic.;neutral
583075_2;The biggest 90% data volume comes comes from less then 10% of connections.);neutral
583075_3;In this case we have extremely wide spread __important__ values with only ___single_ occurrences.;neutral
583075_4;If we want to generate similar variable (for ex.;neutral
583075_5;larger sample) we'll get fixed values for all this bins in the long tail.;neutral
583075_6;It signifies 10% of generated values will be __fixed_ values - their respective bin means!;neutral
583075_7;Last Issue: I would question usage of Gaussian Kernel at all.;neutral
583075_8;Without having a mathematical prove, I nevertheless suppose it could disturb parameters of generation if we have non Gaussian empirical data.;neutral
583075_9;(for ex.;neutral
583075_10;Pareto, Tweedie, ..)  Why we don't stick with triangular or uniform distribution as default for Kernel within the bean?;neutral
784774_1;The apache vhost has been setup, but still needs some work.;neutral
784774_2;Right now it will proxy to port 80 of the httpd instance running on the current VM.;neutral
784774_3;Is this sufficient?;neutral
784774_4;Does nexus check for https connections for anything?;neutral
784774_5;Does it care at all?;neutral
1012858_1;[~sershe], please bear with me - (1) could you please upload a rebased patch.;neutral
1012858_2;The patch is horribly out-of-date.;neutral
1012858_3;(2) HDFS-4979 introduced RetryCache in the NameNode.;neutral
1012858_4;Not sure if it is reasonable - is it possible to use the classes from HDFS-4979 here.;neutral
869647_1;Committed to branch.;neutral
775535_1;An email snafooey caused us to update our JIRA instance to 6.1 before we had a chance to test the import on our test instance (it didn't work properly for those who tried to whack at it).;neutral
775535_2;We have a guy looking into getting it in shape now, but it will require you to update your current JIRA instance to 6.1 before doing another export for us.;neutral
775535_3;I'm truly sorry for this inconvenience, but JIRA is really strict about the versions being equal when doing an import.;neutral
775535_4;So, good news is we finally have a chance of testing the exports very soon, bad news is, it will require an update on your side to be able to transfer the spark JIRA data.;neutral
775535_5;I hope you can figure out how to upgrade, and if you have any questions or need help, feel free to reach out to us.;neutral
857619_1;Soundararajan, Ning - Yes I am planning on working on it starting next week.;neutral
857619_2;I expect this to take at least upto mid to late in the week in order to get a patch available for this.;neutral
857619_3;However, if that schedule does not work for you, please feel free to take this issue into your queue and go ahead.;neutral
857619_4;It will be great if you could confirm it either way first.;positive
1070101_1;Alexei, this patch is quite out of date (sorry about that).;neutral
1070101_2;Please can you provide an updated patch?;neutral
1070101_3;Thanks Tim;neutral
1020899_4;If regionnames were made of tablename+endrow instead of tablename+startrow, then in the metatables, doing a search for the region that contains the wanted row, we'd just have to open a scanner using passed row and the first row found by the scan would be that of the region we need (If offlined parent, we'd have to scan to the next row).;neutral
1020899_5;If we redid the meta tables in this format, we'd be using an access that is natural to hbase, a scan as opposed to the perverse, expensive getClosestRowBefore we currently have that has to walk backward in meta finding a containing region.;neutral
1020899_6;This issue is about changing the way we name regions.;neutral
1020899_7;If we were using scans, prewarming client cache would be near costless (as opposed to what we'll currently have to do which is first a getClosestRowBefore and then a scan from the closestrowbefore forward).;neutral
1020899_8;Converting to the new method, we'd have to run a migration on startup changing the content in meta.;neutral
1020899_9;Up to this, the randomid component of a region name has been the timestamp of region creation.;neutral
1020899_10;"HBASE-2531 ""32-bit encoding of regionnames waaaaaaayyyyy too susceptible to hash clashes"" proposes changing the randomid so that it contains actual name of the directory in the filesystem that hosts the region.";neutral
1020899_11;If we had this in place, I think it would help with the migration to this new way of doing the meta because as is, the region name in fs is a hash of regionname... changing the format of the regionname would mean we generate a different hash... so we'd need hbase-2531 to be in place before we could do this change.;neutral
1406041_7;The two machines do not share the filesystem.;neutral
1406041_8;There is an embedded Tomcat running in the same JVM, but according to the logs, the database is not booted twice.;neutral
1406041_9;The only reasons for the failure I can think of were the failed network connections, the OutOfMemoryError or the 4000+ simultaneous connections together with lock timeouts.;neutral
1406041_10;Ah and I am running 10.2 SVN 540841, as this fixes DERBY-2549.;neutral
877672_2;"#NAME?";neutral
236726_1;Dojo [0] and Ext.js [1] take both a different approach (which i personally don't really like).;neutral
236726_2;just wanted to mention it, as it's not about my personal preference, but rather what is considered most useful for everybody.;neutral
236726_3;[0] http://dojotoolkit.org/~dylan/dojo/tests/widget/demo_DatePicker.html [1] http://extjs.com/deploy/ext/examples/form/dynamic.html (3rd form);neutral
1110348_1;Aaron: I completely agree the parser needs to be changed, but I don't currently have the time available.;neutral
1110348_2;My goal here is a very small/quick change to revert how every FsShell command (except count) to how it used to work.;neutral
1110348_3;If you're ok with that, I think another jira should switch the parser.;neutral
1110348_4;Todd: I suppose it comes down to whether hadoop should favor posix or gnu extensions?;neutral
892816_1;Thanks Todd, glad to be on board!;positive
364570_2;can we apply the jarjar solution only to commons-csv?;neutral
476703_1;I tested this again on Ubuntu 10.04, This works with the new Tomcat instance and then when I tried the 2nd time it is not working.;neutral
476703_2;But when i delete the file which was created at <tomcat-home>/bin/search-index/write.lock  it works fine  but I'm not sure whether this creates other implications?;neutral
476703_3;Further I think the tags are not saved any ware because after redeploying I found the tags I added are missing.;neutral
476703_4;Is this due to the deletion of write.lock;neutral
639317_1;From the logs, it is clear that the reducers could not fetch the output for map attempt attempt_200905051023_1155_m_000036.;neutral
639317_2;Both the reducers (and possibly everybody else) is waiting on these.;neutral
639317_4;There is something mysterious going on here.;neutral
639317_5;If attempt id 1 was speculative, the framework would not have killed it as the original attempt was a failure.;neutral
639317_6;If it was not, was the attempt Id 1 killed explicitly?;neutral
639317_7;In any case, why did not the framework try and re execute this map somewhere else?;neutral
639317_8;Could you let us know if speculative execution was turned on?;neutral
639317_9;"If, by any chance, you have the logs for the task attempts attempt_200905051023_1155_m_000036_0 and attempt_200905051023_1155_m_000036_1, could you attach them to this Jira? ";neutral
396189_1;Sweet, I will review and apply.;positive
1096201_1;Attaching the 10 findbugs reports for common and the various hadoop-tools projects and hadoop-auth.;neutral
1096201_2;Common has 100 or so warnings and there's a couple dozen spread out around the others.;neutral
1096201_3;Probably makes sense to do these like HDFS-4014, sensitive changes get their own patch and the general new classes of warning can be handled in bulk in a small set of patches.;neutral
1135318_1;I just committed this.;neutral
1135318_2;Thanks, Amar!;positive
612026_1;-1 overall.;neutral
612026_2;Here are the results of testing the latest attachment    http://issues.apache.org/jira/secure/attachment/12501038/MAPREDUCE-3209.patch   against trunk revision .;neutral
1029613_1;Thanks for sweet patch Erik.;positive
612026_3;+1 @author.;neutral
612026_4;The patch does not contain any @author tags.;neutral
612026_5;-1 tests included.;neutral
612026_7;Please justify why no new tests are needed for this patch.;neutral
612026_8;Also please list what manual steps were performed to verify this patch.;neutral
612026_9;+1 javadoc.;neutral
612026_19;The patch passed contrib unit tests.;neutral
225205_1;"martin-g :i think do this in 6.0 and do 4327 in 1.5.x as its very easy to do 4327,if you do 4327,there will not be any need to mock AjaxRequestTarget but if you do do 4327 also add getters for prependscripts and appendscripts in ART ;)";neutral
316863_1;I believe the notifications are now scheduled properly.;neutral
1297448_1;created: 2005-09-18 23:36:49.000 resolved: 2007-06-04 10:08:18.657 updated: 2011-05-10 16:51:30.000;neutral
1116600_1;Owen, thanks for the slides.;positive
1116600_2;I don't see a direct relation between this issue and the issue of simplifying the implementation of efficient map-side joins (MAPREDUCE-1183, more or less).;neutral
1116600_3;Am I missing the connection, or is this a distinct issue?;neutral
1116600_4;File formats are forever.;neutral
1116600_5;More variations add significant, long-term compatibility burdens to the project.;neutral
1116600_6;We badly need to add support for a higher-level object serialization system than Writable.;neutral
1116600_7;But I'm not convinced its wise to add such support to the exisiting Java-only container file formats.;neutral
1116600_8;So I'm all for a more generic serialization API that can be used by MapReduce applications.;neutral
1116600_9;I don't however see that it follows that we should provide implementations of file formats with a large number of different serialization systems, as that invites multiplicative long-term support issues.;neutral
1116600_10;I'd prefer that we instead direct users towards a single preferred high-level serialization system and a single preferred container.;neutral
1116600_11;Historically that's been Writable and SequenceFile.;neutral
1116600_12;We now need to migrate from these to a more expressive, language-independent serialization system and container file.;neutral
1116600_13;Our APIs should be of course be general enough that it's possible to incorporate different serialization systems and different file formats, but we needn't provide implementations of all combinations of these, but should rather direct folks towards a primary implementation.;neutral
1116600_14;Google benefits tremendously by having a single standard serialization system and container file format.;neutral
1116600_15;The Dremel paper (http://sergey.melnix.com/pub/melnik_VLDB10.pdf) argues that this is an essential enabler of their wide variety of interoperable systems.;neutral
1116600_16;The further we depart from this the harder we make it to build systems like Dremel that multiply the utility of stored data.;neutral
1116600_17;Changing serialization systems or file formats is a major imposition for many applications.;neutral
1116600_18;They cannot afford to do it frequently.;neutral
1116600_19;We should provide a clear path forward from Writable+SequenceFile to a new system that's easier to use, less fragile, and language-independent to better facilitate a rich ecosystem of tools.;neutral
175261_2;Fixed TestCompositeService to not depend on test-order and thus made it pass on JDK7.;neutral
175261_3;Contributed by Thomas Graves.;neutral
985641_1;@Andy I have some thing which is similar to this and sorry if am diverting the current JIRA title.;neutral
706542_1;I'm glad we were able to resolve this issue.;positive
985641_4;May be i have the current PUT with me and from which i form the new PUTs to be added thro coprocessor hooks to a new region.;neutral
985641_5;Assume the PUT(and related things) that i created in preBatchPut is also needed while i use the preWALWrite, is there any way i can carry it in one flow?;neutral
"";;neutral
985641_6;Hope am not missing anything?;neutral
985641_7;If you feel this can be done may be we can file an Improvement JIRA.;neutral
985641_8;Please provide your suggestions;neutral
1013449_1;How about renaming leftResults as remainingResults ?;neutral
1013449_2;Please prepare patch for trunk.;neutral
1013449_3;Thanks;neutral
241962_1;How about fixing WHIRR-337 before?;neutral
241962_2;It should simplify things.;neutral
1017429_1;+1, in my mind, the -ROOT- table is very important of routing the right RegionServer of .META.;neutral
1017429_2;The whole system could be out-of-service in case the Region of SequenceFile of the -ROOT- can NOT be opened.;neutral
1017429_3;Thus, i quite agree that we put the .META.;neutral
1017429_4;directly into Zookeeper to reduce this.;neutral
1017429_5;We can avoid one case of failure.;neutral
1430007_1;Note: the attached patch does not break the existing API;neutral
641296_1;Megan, Glad to be of service : );positive
1336075_2;Executing /stop on a running EC2 instance will terminate the instance.;neutral
1336075_3;There is a JIRA logged to request that 'stop' and 'terminate' be two different available actions ... see https://issues.apache.org/jira/browse/DTACLOUD-100 - also https://issues.apache.org/jira/browse/DTACLOUD-111;neutral
1730128_1;Fresh copy of the example configs?;neutral
1115715_1;{{PreTestTarget}} is a garbage I have missed out.;neutral
1115715_2;Removed.;neutral
1115715_3;The target {{inject-system-faults}} is defined in src/test/aop/build/aop.xml;neutral
694901_1;Thanks Andi.;positive
694901_2;What would you think of just exposing incRef() & decRef() as expert public methods?;neutral
694901_3;"#NAME?";neutral
694901_4;We would just add ensureOpen() to those methods and make them public.;neutral
237571_1;I don't agree to including the javadoc sources in the release.;neutral
237571_2;The zip is already large and contains all code.;neutral
237571_3;Using maven you can easily generate the docs yourself.;neutral
237571_4;Or even better: use the maven repository to automatically attach the sources-jar to your eclipse/idea/netbeans project.;neutral
237571_5;You can also download them by hand and attach them manually.;neutral
237571_6;The comparison with 1.2.6 is not valid as we use a different setup now and ship everyting in one zip instead of a zip per project..;neutral
1444834_1;Hi Daniel, thanks in advance for your support.;positive
1444834_2;I send you a simple eclipse CXF webservice project using spring, and a simple eclipse CXF client project.;neutral
1444834_3;With this client project i can't get connect with the webservice published in a Apache-tomcat-5.5.25.;neutral
1444834_4;The curious thing is that with a c#.net client i can connect with that webservice, but not with a java generated client.;neutral
1444834_5;I don't know what i'm doing wrong!;neutral
1444834_6;Any help would be appreciated.;neutral
1444834_9;The client stubs were generated with wsdl2java command of CXF distribution.;neutral
1444834_11;I send you a list of all .jars at present i use in both projects, there are many libraries but i test even with the minimal jars with the same results.;neutral
1293977_1;created: 2006-11-08 15:55:12.000 resolved: 2007-06-04 10:08:36.132 updated: 2011-05-10 16:12:23.000;neutral
1447422_1;Fixed in SVN now.;neutral
1115581_1;If it's never ok to pass null for the path (ie a bug in the code) then you can assert path != null or throw an AssertionError.;neutral
1115581_2;"If it's OK sometimes and not others than IllegalArgumentException seems appropriate, seems like it should never be legitimate to create a FileStatus w/o a path unless using the no argument constructor.  ";neutral
1129939_1;Thanks Hairong!;positive
1129939_2;I learned much the issue progress of hadoop here.;neutral
1129939_3;And I think I will do more next time.;neutral
1255386_1;created: 2009-09-01 05:38:20.000 resolved: 2009-09-22 18:54:05.051 updated: 2011-04-15 15:06:27.000;neutral
617605_2;Cleanup MR staging directory on completion.;neutral
617605_3;Contributed by Mahadev Konar.;neutral
193712_1;"Created an attachment (id=10304) test.xml ";neutral
196536_1;FilterExprWalker.detach() calls  DescendantIterator.detach() and set DescendantIterator.m_traverser to null for $exceptions[1]/@name.;neutral
196536_3;I would appreciate if any commiter review the patch.;neutral
861410_1;I am going to repurpose HIVE-538 to clean up the implementation of the getSchema call.;neutral
1116826_1;Glad to see people are interested in this.;neutral
1481069_1;"This should (and can) be automated. ";neutral
1736953_1;Could you verify if there is still an issue with a 5.6 snapshot.;neutral
1736953_2;My suspicion is that it will be resolved.;neutral
1592708_1;Hadrian I wonder if we can add a _warning_ to the 2.0 release notes about the missing hash and sign files.;neutral
1592708_2;Nobody would download and use 2.0.0 release where there is 2.4.0 or better.;neutral
419417_1;I would like to see this reopened.;neutral
419417_2;As i wrote to the list, it does not work for me.;neutral
723986_1;Apache Karaf 2.1.1 is now available for download :);neutral
780555_1;I've checked the repository myself and everything seems fine to me.;neutral
780555_2;Thank you very much for your effort David.;positive
780555_3;I've pinged PMC group to have another eyes look around to be sure that everything is fine.;neutral
780555_4;I'll ping here once this will be done.;neutral
167609_2;Modified YarnRemoteException to be not backed by PB and introduced a separate SerializedException record.;neutral
167609_3;Contributed by Siddharth Seth.;neutral
167609_5;Updated MR App to reflect YarnRemoteException changes after YARN-634.;neutral
167609_6;Contributed by Siddharth Seth.;neutral
182715_1;Er, sorry, paste didn't work -- here's the full bug text:  =====  The following dependency relies on the sun.;neutral
182715_2;* packages, meaning that Xerces-J 2  is not 100% Pure Java (it depends on a specific aspect of specific versions of  *Sun* JVMs).;neutral
182715_3;Found when attempting to compile Xalan-J 2 with gcj.;neutral
182715_4;"org/apache/xml/serialize/EncodingInfo.java:0: error: cannot find file for class  sun.io.CharToByteConverter ";neutral
1513896_2;Fixed classpath for chukwa core jar file.;neutral
1678692_1;Fixed in 1.2 branch as well.;neutral
367988_1;What is the right process to deprecate this behavior in 3.x?;neutral
367988_2;Is it just a note in the CHANGES.txt?;neutral
367988_3;"We could also try to detect the behavior and log a warning... but i'm not sure that is worth much.  ";neutral
1390996_1;Changes appeared in 10.8.1 documentation, so closing.;neutral
1684034_1;retrospectively setting fix version in preparation for SDO M3;neutral
750378_1;Solution looks as follows: when doing a cluster sync, whether it is for reading or writing, always acquire the version manager's read lock first.;neutral
626262_1;Patch adds javadoc for the newly added tests.;neutral
752306_1;Right, and right after that is the section I was referring to.;neutral
1328775_1;I think the licensing on that one might be complicated.;neutral
1328775_2;"The source files appear to have various licenses, including GPL. ";neutral
477787_1;Hi Andreas,  as we are a bank, we can't provide you with the normal documents as they are internal documents.;neutral
477787_2;Therefore we will prepare a special document with a single checkbox will shows the error.;neutral
477787_3;It will come eiither today or tomorrow.;neutral
477787_4;"Thanks in advance Jens ";positive
1647688_1;"The patch went in a few days ago:  http://svn.apache.org/viewvc?view=rev&revision=499521  ";neutral
1110076_1;Test code added as part of HDFS-2131;neutral
1393433_1;I've attached the output of dblook as db.sql and a simplified creation script as sample.sql that includes the relevant tables and columns with sample data.;neutral
1393433_2;I also verified that the bug still occurs in 10.6.1.0;neutral
1482538_1;Could you supply also a webapp sample?;neutral
1482538_2;It's easy, look in the scratchpad/webapp/mount how it is done.;neutral
1482538_3;This could get many trying it and getting involved.;neutral
1482538_4;If I commit it as-is, we could miss some help.;neutral
1721949_1;Patch to address the issue.;neutral
231637_1;I have found the source of the problem - yet I completely don't understand why such an unrelated thing breaks navigation.;neutral
231637_2;Probably it is way deeper problem.;neutral
231637_4;As soon as I remove wicket enclosure or add some text node inside - the navigation toolbar starts properly counting pages (it was showing 0 of 0 before because it thinks it is not visible in hierarchy).;neutral
1211283_7;"Thanks,  Hari  ";neutral
1513660_1;This has been fixed by check in for CHUKWA-274.;neutral
1377264_1;This patch adds the RelativeTest.java file which is a conversion of the jdbcapi/testRelative test, to the same package as the latter.;neutral
1377264_2;Also adds the tests to the _Suite class.;neutral
1377264_3;Please review and comment if anything is lacking or incorrect.;neutral
675068_1;Bulk close for 3.1;neutral
793394_1;Mailing Lists to be set up before this cab be done.;neutral
